ABQ2_Flow_MBD,ABQ3_Flow_MBD,ABQ5_Flow_MBD,ABQ6_Flow_MBD,SYB2_Flowrate_GPM,SYB4_Flowrate_GPM,Avg_H2S_ppm,Avg_BottomTemp_F
39.4467310650975,0.0,40.7872679938918,163.511708456369,17052.625270463,15886.9639322518,30.5,159.99976371738222
46.1464778258454,64.62079999252963,35.6103894733365,125.597498059064,11688.3217336985,14867.6769125436,13.25,135.4815385672296
44.54269723394098,71.9046789185569,30.5534739112038,159.7905518098,0.0,16599.7002161923,9.75,147.87057662570862
53.972424150598,53.2400721310966,43.5325178818538,78.9657290939737,17182.0082531918,13096.4907824455,3.6132162978710793,153.46979548928732
46.0364879987395,67.6332855977261,29.5859843481324,148.027591990548,14041.9312892364,12693.9960028481,10.625,141.95780799068064
51.1294842931509,64.62079999252963,39.577863845789,135.182029074896,18651.706162178,18894.6300791862,9.0,160.30213350691062
46.3188761652362,82.2973383671505,32.6701853805589,95.7877344431242,14330.1378462308,12274.7465572591,13.25,135.150835361687
48.2072547338116,64.62079999252963,34.634890357037,148.203465199363,18804.5049087059,14665.4341691152,10.5,156.41837519727426
56.4855783212679,68.9698241644064,36.013323581614344,136.50515481247692,19198.2418757104,16205.2376390079,12.27367523227687,156.91197251463188
52.0857099065793,78.6946692371863,0.0,58.50220920534725,16689.7085845099,16259.9675936121,0.375,129.42435378714725
52.4667170311151,70.559730959537,41.2647924784455,131.215479962124,17106.3911950855,10321.8313954928,12.163490636189746,159.975614050175
53.9626289084747,0.0,30.2911892688027,79.4926192075432,17911.5956087759,16869.8791212848,6.814393939393921,150.05021579991174
54.5331654121887,64.9368119900312,36.013323581614344,136.50515481247692,16224.5216665266,18057.6639157545,4.375,171.19634339576712
54.9504950738925,89.541437428238,32.9148898293425,150.837771508525,18732.793932111,16880.9836371322,12.163490636189746,155.299192672498
42.273817829811,0.0,43.7551988727005,134.417099263775,14749.8669258937,15110.4821647335,22.625,148.80513015484337
51.9488861296672,84.5741236029113,33.6913511937897,121.256655270335,19123.5941338714,18803.6921108657,29.5,141.61448468388787
