Total_BottomFlow_MBD
794.2493420299097
1458.057814241492
1285.104943839817
1160.3914153145251
1492.9475120402838
1227.11873308726
1502.4292481648597
1427.6373093414527
1273.7239276739824
1504.6643239755929
1353.7871506535862
1112.0276894566284
1226.4581736917469
1323.1315969825498
1114.03139002861
1641.3078107585334
1477.6149105402758
944.8265484837664
1679.0619480432024
1398.661954480667
1477.348675433944
1256.4449588165628
1650.671817225223
1275.7198259197
1370.7938385603757
1494.7732976909424
1612.6807668203344
1496.6206759084876
1550.4740363336844
1326.3214333549768
1039.136243845714
1575.9468444165402
1653.5151243075818
1217.7297558846335
1489.8466807140642
1638.790447002507
1508.0425220105574
1488.4420131856114
1042.2723479152646
1725.6629279903668
1134.100925330496
1250.3132064118324
1518.2515444923667
1680.6212194289974
1295.5767970410106
1626.8365311510624
1251.4383089536652
1464.4265223018049
1568.6378125149747
1349.605406728109
1338.0931860317146
1177.6818971877033
1126.175081216257
1454.539600113564
1609.4722590807903
1482.4279401529757
1052.220724566526
1390.7700348889373
1284.8036513472832
1479.2419512354234
1625.5750335758066
1468.660101919113
912.2129391904324
1329.532027609378
1526.3471159756532
1550.931330196622
1383.9681526978638
1464.7066567924924
1316.7376175836705
1281.4397109046065
1227.5013407030233
1515.399388321202
1394.0908362312514
1653.6843397343432
1613.2336031394468
967.1501132255918
1391.9879278435135
1253.9238091769296
1764.3048338000576
1363.6173521204214
1288.4463820561448
1562.4342826112425
1409.258336050872
1649.1029062721746
1448.6236478349815
1628.4257742631892
1403.4248948720265
1676.3622657176998
1200.718407359081
1392.0016347700146
1696.6306107202824
1090.8298000273758
1650.1413491732062
1431.1318042296782
1695.0071412557313
1645.7525161551105
1694.729178490597
1648.6505376774498
1394.9374966695116
1075.5019291548683
853.7585221087592
1487.3910967480442
1379.097487024815
1384.034471612957
1689.5467976992957
1686.6087556233083
1668.8733850091885
1414.1365995041938
1489.4537037579553
883.1969153075075
1130.966774173197
1501.1732820240154
1709.72576075582
1664.0525815673882
1080.8125903112905
1431.380254450005
1565.4601682531083
1129.1349530336338
1621.7747949963166
1758.585231595718
1497.036430367384
1645.1230391991055
1440.103119769571
1454.4553932894505
976.1243505587616
1235.2170477196998
1426.101712621806
1522.7142598733965
1504.344657221279
1680.944271678717
1462.2052293030877
1675.4006151226345
1709.2490194048337
1351.421394702587
1662.710654931777
1470.779544874918
1149.6663825038297
975.9152821737838
1073.0973147610298
1704.9264987966037
1486.003861122417
1509.392002859582
1685.6995059636663
1486.9115920103457
1595.0565244579298
1429.912463148686
1374.7086794729728
1337.562743980155
