ABQ2_Flow_MBD,ABQ3_Flow_MBD,ABQ5_Flow_MBD,ABQ6_Flow_MBD,SYB2_Flowrate_GPM,SYB4_Flowrate_GPM,Avg_H2S_ppm,Avg_BottomTemp_F
38.7697563523334,75.70312817641,0.7085708681509001,36.99952622663235,16624.4639509715,15230.8220351747,2.05776614136782,130.4000380726426
42.2385870116594,67.2730121171333,36.013323581614344,136.50515481247692,15905.2140522125,15417.7393587321,9.36199597563234,169.88389498032387
52.9540193741567,65.6687869127037,47.7791390401745,136.572411500584,17561.9041346108,13707.1146963841,5.238216297871079,143.93881541510655
49.6614305932746,61.9777387662037,38.5846254574352,113.896022577964,15633.763067993,9642.25885266363,10.655485871898547,160.80392237239815
56.1430833809749,64.62079999252963,36.2032733784087,151.59713056225,13200.2736391646,11779.9527147236,23.875,147.91900087419899
50.5844545912503,55.365943070659696,35.3109888460186,133.427814517847,9816.74452508137,16665.0428079616,10.48821629787108,151.1805945859363
7.53957553130205,69.686895454176,36.013323581614344,136.50515481247692,18097.9090592782,17182.6886430279,15.76515151515146,156.6774923147025
5.57904256664696,69.7350417250222,36.013323581614344,136.50515481247692,18457.2378562838,14486.4159580425,18.0,157.09302551142386
53.2268147181894,65.4230589896571,35.265729744264,149.190861623943,15452.8713148441,10583.4958140157,14.0,144.67519000320976
6.28283234039515,95.2673492434048,36.013323581614344,136.50515481247692,18868.1358267166,16690.0644685979,10.031385968812526,176.90375049638664
48.4587788274517,64.62079999252963,35.4426853897492,141.798096657222,18784.7945595738,15068.8147458676,10.25,155.82665763119024
47.3404936812381,75.4864397415935,36.013323581614344,136.50515481247692,17279.6428231017,14890.4202789786,6.5,154.0264894993021
49.8623858285591,61.9144039276197,38.9561023421223,112.001890251067,16578.2331646708,9082.88941889935,22.094879811292497,161.87193075382152
49.9178581123317,64.5995807485017,46.7792954729573,128.921709001373,16712.68451134926,15165.495690236812,21.375,133.58154263151317
53.5327013753732,0.0,29.4129666345814,81.1258476242769,18002.1156839544,16937.5140950653,7.75,149.97845509928013
51.4239139079171,78.3194354907344,35.2209820802677,152.396425105533,18368.1861682204,16793.6444468109,15.0,161.2872275396845
47.9146994334578,92.7807410999139,28.5367983547341,125.336130842556,18199.737754297,18237.5204221217,8.0,157.85870839490724
43.9683366293336,60.161919065304,42.5166390029654,92.7137920312565,14767.1507527927,14822.895044967,12.0,139.93286029532112
53.617167826321,64.62079999252963,27.1241816932745,141.457687570822,18937.0104129573,18660.5849363154,4.5,152.2255784579006
43.4535704861533,66.1275860563265,40.2461612736914,161.349553818353,17878.6831357608,16726.6721408168,31.875,151.31242474420736
7.24536214191956,68.5367395920205,36.013323581614344,136.50515481247692,16163.4956622816,14271.5819082942,22.0,157.10706041404475
40.7946709708158,66.2060424691187,37.1527251453631,139.31375098703,14552.310566349,12271.3656284233,10.258523717125362,127.53654071325874
43.2954703927393,60.5604465530262,41.518684745238,146.149077668592,16586.9690656431,16302.4779759553,34.625,156.64962377625977
52.0008301009008,62.7190771678305,37.8078616594244,140.481019921604,17182.1640386031,13539.6472147527,3.6132162978710793,145.00521964906892
45.2690159086581,52.1507736065146,32.9896361556233,143.762239072873,12648.4688083758,12182.7257354253,16.431818181818176,155.6865138116199
54.3193607344104,69.0609902166699,46.9994598149769,155.728134498925,17182.1773465349,16172.6104067522,4.6586708433256225,163.9258304780489
43.7477347951479,85.2781613890408,36.0098770832694,152.310709045183,16712.68451134926,15165.495690236812,9.75,158.3715748958939
47.435228184465,65.6646342627193,36.013323581614344,136.50515481247692,18218.7716414411,15879.6946449184,10.023675232276872,160.175047010582
50.3964150960805,91.8399424458557,28.656707695439,125.369069655758,18885.0069671028,18099.3375667858,9.625,159.34514356750864
49.6097384066688,0.0,34.5990027604431,132.085662695181,17979.2222590667,15193.2091763436,7.83551614092088,156.3810299922459
52.9510190390005,64.9490006158745,51.5894485636318,121.394353908401,15454.550415149,10857.4242107952,8.875,150.38604734623675
60.1972902137875,60.5699558550306,36.013323581614344,136.50515481247692,16734.6229896489,17054.4035442939,9.5,163.63490172699275
45.2406149142199,64.7388512436352,35.1721704480581,149.011408319436,17179.219749176,15735.6875807457,16.68939393939389,161.0126660159841
56.3673437879934,68.7044555886083,36.013323581614344,136.50515481247692,17235.4502422657,9333.35826730651,10.55776614136782,168.78711817905426
50.7925506728733,70.6857159661575,37.5246899434758,137.950605041108,17759.1132611279,15388.4055110731,12.163490636189746,160.00546903359415
52.8643298402652,85.8684013761927,38.1542447001162,145.525047199713,17249.1056000254,17053.414290279,15.0,146.7721084960801
54.5797649790542,65.0848695471272,36.013323581614344,136.50515481247692,16729.48854335,17539.5699782456,13.75,151.83649896900152
50.3713814367914,70.6588282228739,31.7016888932538,136.481568426953,17794.4282953493,15160.3382263259,12.163490636189746,158.92486000524536
44.54269723394098,0.0,30.6874297982546,134.118591523721,15327.7341683752,7169.54485008442,19.5,148.20242803599575
49.8415075164158,64.62079999252963,29.2467390841967,133.674349777354,19092.0885773529,18621.8125318333,11.5,151.17380579053346
48.7975539405717,68.9695356160742,0.0,1.9140668206901402e-17,18107.2806034139,16536.8845544936,21.875,145.85258925029362
49.8971922357485,62.8612705905634,43.0982532576388,143.391723751914,16835.49948832,13429.5337940094,4.674242424242414,134.17818955696654
43.3632659966561,67.1002177679034,37.6784666770938,170.003695158372,19046.9707365755,16262.8906851304,11.803030303030262,189.36676984537925
50.2899384509538,82.2570797459221,34.7676612289969,149.602358668677,19020.5897738989,16792.4765677628,23.0,152.28379966601761
47.4687740136443,76.6575662198991,29.2748881172018,90.9595695844665,12918.8838334128,13621.6529581,8.75,137.7801825025936
50.7931512531172,75.6788364051967,27.6464381132105,124.310149426472,17939.0026568436,18144.9400883857,13.610725961763395,152.9490999416931
40.9479281048843,62.9291803502248,44.1338195314787,158.790834990778,16377.2470500191,15368.0095435484,4.125,147.1516500832115
49.5842220158171,84.6003353861636,0.0,1.4629868511608e-22,19404.1360270002,18768.7677792657,5.375,147.30590400392873
42.5710973019612,77.7855641976928,36.013323581614344,136.50515481247692,19616.2600364898,18395.3295129623,3.375,160.5578553521031
40.9493567105341,76.0936149091102,36.013323581614344,136.50515481247692,14664.9613242721,12786.7160337755,12.25,156.94889460398136
52.0647639683843,64.62079999252963,32.2913647411117,141.81527840809,18454.4720087737,15736.5990837455,7.875,155.45477181105986
72.064453125,79.3309804996119,0.0,26.758736662023686,14866.5136705864,12416.0736319956,2.43276614136782,152.08885446796316
42.7184403240057,0.0,34.2221108959065,81.0054060937344,17888.6506312125,15599.8488767626,9.875,151.36034957666587
58.0588901420585,68.4860074385443,36.013323581614344,136.50515481247692,17621.345530154656,14462.8407496697,5.68276614136782,157.14298294261602
43.9459578638606,76.2499555301047,31.432419942017,115.820817417857,18511.9293752299,18179.8392249702,8.060606060606025,155.04426758097827
49.524082676027,68.6546311707277,33.9874289380259,172.175162441785,18609.7944113733,16107.8129335092,16.5,188.39370460642562
49.173077387684,72.2609064739774,10.6975543129949,1.9140668206901402e-17,17988.8122253659,16747.1397529646,31.375,150.91834666730688
